Variable,Year,Value,RSE,Industry
Value of land and fixed improvements ($),2000,1944450.0,7.0,Sheep-Beef
Vet fees ($),2000,330.0,25.0,Sheep-Beef
Wages for hired labor ($),2000,10020.0,20.0,Sheep-Beef
Water charges ($),2000,930.0,33.0,Sheep-Beef
Wethers at 30 June (no.),2000,635.0,10.0,Sheep-Beef
Wheat area sown (ha),2000,2.0,64.0,Sheep-Beef
Wheat produced (t),2000,4.0,75.0,Sheep-Beef
Wheat receipts ($),2000,890.0,71.0,Sheep-Beef
Wheat sold (t),2000,4.0,79.0,Sheep-Beef
Wool cut per head (kg),2000,4.5,3.0,Sheep-Beef
Wool produced (kg),2000,10843.0,9.0,Sheep-Beef
Wool receipts ($),2000,89130.0,11.0,Sheep-Beef
AI stud fees and herd testing ($),2001,620.0,27.0,All Broadacre
Accounting services ($),2001,3980.0,4.0,All Broadacre
Advisory services ($),2001,930.0,14.0,All Broadacre
Age of owner manager (yrs),2001,55.0,1.0,All Broadacre
Age of spouse (yrs),2001,52.0,1.0,All Broadacre
Agistment ($),2001,1710.0,15.0,All Broadacre
Area operated at 30 June (ha),2001,6060.0,6.0,All Broadacre
Barley area sown (ha),2001,47.0,6.0,All Broadacre
Barley produced (t),2001,92.0,7.0,All Broadacre
Barley receipts ($),2001,29080.0,7.0,All Broadacre
Beef bulls at 30 June (no.),2001,7.0,11.0,All Broadacre
Beef calves at 30 June (no.),2001,78.0,5.0,All Broadacre
Beef cattle purchased ($),2001,19380.0,12.0,All Broadacre
Beef cattle purchased (no.),2001,21.0,14.0,All Broadacre
Beef cattle receipts ($),2001,137690.0,6.0,All Broadacre
Beef cattle sold (no.),2001,116.0,5.0,All Broadacre
Beef cattle transferred off farm (no.),2001,8.0,20.0,All Broadacre
Beef cattle transferred onto farm (no.),2001,4.0,26.0,All Broadacre
Beef cows at 30 June (no.),2001,137.0,4.0,All Broadacre
Beef heifers at 30 June (no.),2001,30.0,6.0,All Broadacre
Beef herd at 30 June (no.),2001,316.0,4.0,All Broadacre
Branding rate (%),2001,80.5,1.0,All Broadacre
Buildup in trading stocks ($),2001,-3230.0,129.0,All Broadacre
Canola area sown (ha),2001,19.0,8.0,All Broadacre
Canola produced (t),2001,22.0,9.0,All Broadacre
Canola receipts ($),2001,13370.0,8.0,All Broadacre
Capital appreciation ($),2001,172770.0,6.0,All Broadacre
Capital at 1 July ($),2001,2731000.0,2.0,All Broadacre
Change in farm debt ($),2001,7820.0,87.0,All Broadacre
Contracts - cropping ($),2001,9710.0,7.0,All Broadacre
Contracts - livestock ($),2001,1900.0,14.0,All Broadacre
Cotton receipts ($),2001,5060.0,44.0,All Broadacre
Crop and pasture chemicals ($),2001,21990.0,5.0,All Broadacre
Dairy cattle at June 30 (no.),2001,0.0,72.0,All Broadacre
Depreciation ($),2001,42510.0,3.0,All Broadacre
Electricity ($),2001,2860.0,4.0,All Broadacre
Equity ratio at 30 June (%),2001,88.0,1.0,All Broadacre
Ewes at 30 June (no.),2001,850.0,4.0,All Broadacre
Family share of farm income ($),2001,56720.0,10.0,All Broadacre
Farm business debt at 30 June ($),2001,338570.0,5.0,All Broadacre
Farm business equity June 30 ($),2001,2420120.0,3.0,All Broadacre
Farm business profit ($),2001,18010.0,35.0,All Broadacre
Farm cash income ($),2001,137020.0,5.0,All Broadacre
Farm liquid assets at 30 June ($),2001,184970.0,8.0,All Broadacre
Fertiliser ($),2001,34810.0,4.0,All Broadacre
Field peas area sown (ha),2001,4.0,19.0,All Broadacre
Field peas produced (t),2001,4.0,20.0,All Broadacre
Field peas receipts ($),2001,1700.0,19.0,All Broadacre
Fodder ($),2001,8190.0,12.0,All Broadacre
Fuel oil and grease ($),2001,28500.0,3.0,All Broadacre
Grain legumes area sown (ha),2001,32.0,7.0,All Broadacre
Grain legumes produced (t),2001,29.0,8.0,All Broadacre
Grain legumes receipts ($),2001,13360.0,8.0,All Broadacre
Handling and marketing ($),2001,23850.0,3.0,All Broadacre
Hours worked on farm - total (hrsperwk),2001,94.0,2.0,All Broadacre
Hours worked on farm by owner manager (hrsperwk),2001,47.0,2.0,All Broadacre
Hours worked on farm by spouse (hrsperwk),2001,15.0,5.0,All Broadacre
Imputed labor cost ($),2001,73260.0,2.0,All Broadacre
Insurance ($),2001,8580.0,3.0,All Broadacre
Interest paid ($),2001,29230.0,5.0,All Broadacre
Lambs at 30 June (no.),2001,391.0,5.0,All Broadacre
Land rent ($),2001,4120.0,11.0,All Broadacre
Leasing charges ($),2001,5350.0,10.0,All Broadacre
Livestock materials ($),2001,7920.0,5.0,All Broadacre
Livestock transfers - inwards ($),2001,2450.0,23.0,All Broadacre
Livestock transfers - outward ($),2001,5460.0,19.0,All Broadacre
Lupins area sown (ha),2001,18.0,9.0,All Broadacre
Lupins produced (t),2001,14.0,14.0,All Broadacre
Lupins receipts ($),2001,4470.0,15.0,All Broadacre
Net capital additions ($),2001,34810.0,52.0,All Broadacre
Oats area sown (ha),2001,13.0,10.0,All Broadacre
Oats produced (t),2001,14.0,13.0,All Broadacre
Oats receipts ($),2001,1580.0,26.0,All Broadacre
Off farm contracts ($),2001,8760.0,21.0,All Broadacre
Off farm sharefarming ($),2001,8400.0,18.0,All Broadacre
Off-farm work for owner manager (hrsperwk),2001,4.0,17.0,All Broadacre
Off-farm work for spouse (hrsperwk),2001,7.0,10.0,All Broadacre
Oilseeds area sown (ha),2001,22.0,8.0,All Broadacre
Oilseeds produced (t),2001,24.0,8.0,All Broadacre
Oilseeds receipts ($),2001,14690.0,8.0,All Broadacre
Other administration expenses ($),2001,5930.0,4.0,All Broadacre
Other farm income ($),2001,18140.0,6.0,All Broadacre
Other livestock purchased ($),2001,370.0,25.0,All Broadacre
Other livestock receipts ($),2001,2890.0,30.0,All Broadacre
Other materials ($),2001,2840.0,6.0,All Broadacre
Other services ($),2001,10600.0,4.0,All Broadacre
Payments to sharefarmers ($),2001,9060.0,23.0,All Broadacre
Population,2001,70213.0,,All Broadacre
Produce purchased for resale ($),2001,0.0,,All Broadacre
Profit at full equity ($),2001,53180.0,12.0,All Broadacre
Profit at full equity including capital appreciation ($),2001,225950.0,6.0,All Broadacre
Rams at 30 June (no.),2001,23.0,14.0,All Broadacre
Rate of return ex. capital appreciation (%),2001,1.9,12.0,All Broadacre
Rate of return inc. capital appreciation (%),2001,7.9,5.0,All Broadacre
Repairs and maintenance ($),2001,33330.0,3.0,All Broadacre
Rice area sown (ha),2001,2.0,35.0,All Broadacre
Sample Contributing,2001,1221.0,,All Broadacre
Seed ($),2001,4580.0,8.0,All Broadacre
Shearing crutching ($),2001,11710.0,5.0,All Broadacre
Sheep and lambs shorn (no.),2001,1779.0,4.0,All Broadacre
Sheep flock at 30 June (no.),2001,1591.0,4.0,All Broadacre
Sheep purchased ($),2001,8840.0,9.0,All Broadacre
Sheep purchased (no.),2001,135.0,11.0,All Broadacre
Sheep receipts ($),2001,44860.0,5.0,All Broadacre
Sheep sold (no.),2001,694.0,4.0,All Broadacre
Shire and PPB rates ($),2001,9020.0,3.0,All Broadacre
Sorghum area sown (ha),2001,7.0,14.0,All Broadacre
Sorghum produced (t),2001,21.0,16.0,All Broadacre
Sorghum receipts ($),2001,5300.0,20.0,All Broadacre
Steers and other beef cattle at 30 June (no.),2001,63.0,7.0,All Broadacre
Stores and rations ($),2001,690.0,13.0,All Broadacre
Telephone ($),2001,3020.0,3.0,All Broadacre
Total area cropped (ha),2001,313.0,3.0,All Broadacre
Total area irrigated (ha),2001,16.0,15.0,All Broadacre
Total cash costs ($),2001,348320.0,3.0,All Broadacre
Total cash receipts ($),2001,485340.0,3.0,All Broadacre
Total closing capital ($),2001,2866890.0,2.0,All Broadacre
Total crop gross receipts ($),2001,189960.0,4.0,All Broadacre
Total family income ($),2001,112830.0,6.0,All Broadacre
Total freight ($),2001,14810.0,4.0,All Broadacre
Total labor used (weeks),2001,102.0,2.0,All Broadacre
Total non farm income ($),2001,45080.0,8.0,All Broadacre
Total off farm wages ($),2001,23980.0,11.0,All Broadacre
Total wool sold (kg),2001,8178.0,4.0,All Broadacre
Value of land and fixed improvements ($),2001,2230510.0,3.0,All Broadacre
Vet fees ($),2001,250.0,13.0,All Broadacre
Wages for hired labor ($),2001,14800.0,6.0,All Broadacre
Water charges ($),2001,2370.0,16.0,All Broadacre
Wethers at 30 June (no.),2001,330.0,8.0,All Broadacre
Wheat area sown (ha),2001,164.0,4.0,All Broadacre
Wheat produced (t),2001,294.0,4.0,All Broadacre
Wheat receipts ($),2001,100240.0,4.0,All Broadacre
Wheat sold (t),2001,280.0,4.0,All Broadacre
Wool cut per head (kg),2001,4.5,1.0,All Broadacre
Wool produced (kg),2001,8026.0,4.0,All Broadacre
Wool receipts ($),2001,69190.0,5.0,All Broadacre
AI stud fees and herd testing ($),2001,930.0,44.0,Beef
Accounting services ($),2001,3100.0,9.0,Beef
Advisory services ($),2001,760.0,50.0,Beef
Age of owner manager (yrs),2001,59.0,2.0,Beef
Age of spouse (yrs),2001,54.0,3.0,Beef
Agistment ($),2001,2710.0,20.0,Beef
Area operated at 30 June (ha),2001,11957.0,12.0,Beef
Barley area sown (ha),2001,2.0,38.0,Beef
Barley produced (t),2001,1.0,47.0,Beef
Barley receipts ($),2001,210.0,58.0,Beef
Beef bulls at 30 June (no.),2001,19.0,14.0,Beef
Beef calves at 30 June (no.),2001,186.0,8.0,Beef
Beef cattle purchased ($),2001,34640.0,22.0,Beef
Beef cattle purchased (no.),2001,39.0,21.0,Beef
Beef cattle receipts ($),2001,322890.0,8.0,Beef
Beef cattle sold (no.),2001,271.0,7.0,Beef
Beef cattle transferred off farm (no.),2001,26.0,23.0,Beef
Beef cattle transferred onto farm (no.),2001,12.0,42.0,Beef
Beef cows at 30 June (no.),2001,338.0,6.0,Beef
Beef heifers at 30 June (no.),2001,75.0,7.0,Beef
Beef herd at 30 June (no.),2001,785.0,6.0,Beef
Branding rate (%),2001,79.2,2.0,Beef
Buildup in trading stocks ($),2001,-3780.0,300.0,Beef
Canola area sown (ha),2001,0.0,79.0,Beef
Canola produced (t),2001,1.0,79.0,Beef
Canola receipts ($),2001,340.0,82.0,Beef
Capital appreciation ($),2001,241390.0,11.0,Beef
Capital at 1 July ($),2001,3007940.0,6.0,Beef
Change in farm debt ($),2001,-4050.0,170.0,Beef
Contracts - cropping ($),2001,2280.0,53.0,Beef
Contracts - livestock ($),2001,4170.0,16.0,Beef
Cotton receipts ($),2001,60.0,1282.0,Beef
Crop and pasture chemicals ($),2001,2450.0,33.0,Beef
Dairy cattle at June 30 (no.),2001,0.0,124.0,Beef
Depreciation ($),2001,28880.0,6.0,Beef
Electricity ($),2001,2140.0,12.0,Beef
Equity ratio at 30 June (%),2001,92.0,1.0,Beef
Ewes at 30 June (no.),2001,55.0,59.0,Beef
Family share of farm income ($),2001,65530.0,19.0,Beef
Farm business debt at 30 June ($),2001,221330.0,15.0,Beef
Farm business equity June 30 ($),2001,2729810.0,6.0,Beef
Farm business profit ($),2001,32310.0,41.0,Beef
Farm cash income ($),2001,133440.0,12.0,Beef
Farm liquid assets at 30 June ($),2001,181780.0,17.0,Beef
Fertiliser ($),2001,10140.0,17.0,Beef
Field peas area sown (ha),2001,0.0,,Beef
Field peas produced (t),2001,0.0,,Beef
Field peas receipts ($),2001,0.0,,Beef
Fodder ($),2001,15300.0,19.0,Beef
Fuel oil and grease ($),2001,16730.0,7.0,Beef
Grain legumes area sown (ha),2001,1.0,40.0,Beef
Grain legumes produced (t),2001,0.0,49.0,Beef
Grain legumes receipts ($),2001,190.0,34.0,Beef
Handling and marketing ($),2001,13300.0,9.0,Beef
Hours worked on farm - total (hrsperwk),2001,85.0,5.0,Beef
Hours worked on farm by owner manager (hrsperwk),2001,45.0,4.0,Beef
Hours worked on farm by spouse (hrsperwk),2001,13.0,10.0,Beef
Imputed labor cost ($),2001,68480.0,4.0,Beef
Insurance ($),2001,5190.0,8.0,Beef
Interest paid ($),2001,15430.0,12.0,Beef
Lambs at 30 June (no.),2001,13.0,83.0,Beef
Land rent ($),2001,2480.0,25.0,Beef
Leasing charges ($),2001,2780.0,19.0,Beef
Livestock materials ($),2001,7410.0,11.0,Beef
Livestock transfers - inwards ($),2001,5640.0,26.0,Beef
Livestock transfers - outward ($),2001,15760.0,18.0,Beef
Lupins area sown (ha),2001,0.0,68.0,Beef
Lupins produced (t),2001,0.0,69.0,Beef
Lupins receipts ($),2001,50.0,114.0,Beef
Net capital additions ($),2001,-22020.0,225.0,Beef
Oats area sown (ha),2001,7.0,34.0,Beef
Oats produced (t),2001,1.0,110.0,Beef
Oats receipts ($),2001,10.0,92.0,Beef
Off farm contracts ($),2001,3170.0,35.0,Beef
Off farm sharefarming ($),2001,830.0,54.0,Beef
Off-farm work for owner manager (hrsperwk),2001,5.0,29.0,Beef
Off-farm work for spouse (hrsperwk),2001,8.0,21.0,Beef
Oilseeds area sown (ha),2001,1.0,60.0,Beef
Oilseeds produced (t),2001,1.0,61.0,Beef
Oilseeds receipts ($),2001,510.0,60.0,Beef
Other administration expenses ($),2001,4140.0,9.0,Beef
Other farm income ($),2001,11030.0,18.0,Beef
Other livestock purchased ($),2001,510.0,40.0,Beef
Other livestock receipts ($),2001,1630.0,46.0,Beef
Other materials ($),2001,2200.0,16.0,Beef
Other services ($),2001,11060.0,11.0,Beef
Payments to sharefarmers ($),2001,4780.0,141.0,Beef
Population,2001,20399.0,,Beef
Produce purchased for resale ($),2001,0.0,,Beef
Profit at full equity ($),2001,51200.0,27.0,Beef
Profit at full equity including capital appreciation ($),2001,292590.0,11.0,Beef
Rams at 30 June (no.),2001,2.0,59.0,Beef
Rate of return ex. capital appreciation (%),2001,1.6,25.0,Beef
Rate of return inc. capital appreciation (%),2001,9.2,10.0,Beef
Repairs and maintenance ($),2001,26170.0,8.0,Beef
Rice area sown (ha),2001,0.0,57.0,Beef
Sample Contributing,2001,334.0,,Beef
Seed ($),2001,1750.0,21.0,Beef
Shearing crutching ($),2001,660.0,91.0,Beef
Sheep and lambs shorn (no.),2001,117.0,54.0,Beef
Sheep flock at 30 June (no.),2001,88.0,56.0,Beef
Sheep purchased ($),2001,410.0,73.0,Beef
Sheep purchased (no.),2001,10.0,69.0,Beef
Sheep receipts ($),2001,3590.0,45.0,Beef
Sheep sold (no.),2001,68.0,44.0,Beef
Shire and PPB rates ($),2001,8190.0,9.0,Beef
Sorghum area sown (ha),2001,1.0,56.0,Beef
Sorghum produced (t),2001,2.0,59.0,Beef
Sorghum receipts ($),2001,10.0,51.0,Beef
Steers and other beef cattle at 30 June (no.),2001,166.0,9.0,Beef
Stores and rations ($),2001,1290.0,15.0,Beef
Telephone ($),2001,2580.0,8.0,Beef
Total area cropped (ha),2001,37.0,16.0,Beef
Total area irrigated (ha),2001,6.0,53.0,Beef
Total cash costs ($),2001,238370.0,10.0,Beef
Total cash receipts ($),2001,371810.0,8.0,Beef
Total closing capital ($),2001,3191890.0,6.0,Beef
Total crop gross receipts ($),2001,8710.0,62.0,Beef
Total family income ($),2001,125190.0,12.0,Beef
Total freight ($),2001,10570.0,11.0,Beef
Total labor used (weeks),2001,97.0,4.0,Beef
Total non farm income ($),2001,51730.0,15.0,Beef
Total off farm wages ($),2001,31210.0,21.0,Beef
Total wool sold (kg),2001,598.0,62.0,Beef
Value of land and fixed improvements ($),2001,2271130.0,7.0,Beef
Vet fees ($),2001,330.0,22.0,Beef
Wages for hired labor ($),2001,15330.0,15.0,Beef
Water charges ($),2001,860.0,88.0,Beef
Wethers at 30 June (no.),2001,18.0,51.0,Beef
Wheat area sown (ha),2001,6.0,46.0,Beef
Wheat produced (t),2001,9.0,83.0,Beef
Wheat receipts ($),2001,4210.0,117.0,Beef
Wheat sold (t),2001,9.0,88.0,Beef
Wool cut per head (kg),2001,4.6,15.0,Beef
Wool produced (kg),2001,537.0,65.0,Beef
Wool receipts ($),2001,4230.0,69.0,Beef
AI stud fees and herd testing ($),2001,490.0,62.0,Cropping
Accounting services ($),2001,5390.0,11.0,Cropping
Advisory services ($),2001,1520.0,20.0,Cropping
Age of owner manager (yrs),2001,50.0,2.0,Cropping
Age of spouse (yrs),2001,49.0,2.0,Cropping
Agistment ($),2001,300.0,62.0,Cropping
Area operated at 30 June (ha),2001,1776.0,8.0,Cropping
Barley area sown (ha),2001,127.0,10.0,Cropping
Barley produced (t),2001,258.0,10.0,Cropping
Barley receipts ($),2001,85970.0,9.0,Cropping
Beef bulls at 30 June (no.),2001,1.0,24.0,Cropping
Beef calves at 30 June (no.),2001,17.0,24.0,Cropping
Beef cattle purchased ($),2001,13800.0,46.0,Cropping
Beef cattle purchased (no.),2001,13.0,55.0,Cropping
Beef cattle receipts ($),2001,40730.0,22.0,Cropping
Beef cattle sold (no.),2001,33.0,22.0,Cropping
Beef cattle transferred off farm (no.),2001,0.0,88.0,Cropping
Beef cattle transferred onto farm (no.),2001,0.0,,Cropping
Beef cows at 30 June (no.),2001,22.0,19.0,Cropping
Beef heifers at 30 June (no.),2001,5.0,23.0,Cropping
Beef herd at 30 June (no.),2001,56.0,22.0,Cropping
Branding rate (%),2001,86.4,4.0,Cropping
Buildup in trading stocks ($),2001,-9110.0,64.0,Cropping
Canola area sown (ha),2001,50.0,19.0,Cropping
Canola produced (t),2001,57.0,23.0,Cropping
Canola receipts ($),2001,34720.0,22.0,Cropping
Capital appreciation ($),2001,105760.0,15.0,Cropping
Capital at 1 July ($),2001,2851950.0,7.0,Cropping
Change in farm debt ($),2001,16580.0,83.0,Cropping
Contracts - cropping ($),2001,22890.0,11.0,Cropping
Contracts - livestock ($),2001,120.0,35.0,Cropping
Cotton receipts ($),2001,22020.0,45.0,Cropping
Crop and pasture chemicals ($),2001,63520.0,11.0,Cropping
Dairy cattle at June 30 (no.),2001,1.0,108.0,Cropping
Depreciation ($),2001,71120.0,9.0,Cropping
Electricity ($),2001,3860.0,10.0,Cropping
Equity ratio at 30 June (%),2001,82.0,2.0,Cropping
Ewes at 30 June (no.),2001,527.0,8.0,Cropping
Family share of farm income ($),2001,71250.0,20.0,Cropping
Farm business debt at 30 June ($),2001,515190.0,7.0,Cropping
Farm business equity June 30 ($),2001,2315610.0,4.0,Cropping
Farm business profit ($),2001,38890.0,59.0,Cropping
Farm cash income ($),2001,201770.0,11.0,Cropping
Farm liquid assets at 30 June ($),2001,226440.0,16.0,Cropping
Fertiliser ($),2001,80550.0,11.0,Cropping
Field peas area sown (ha),2001,13.0,19.0,Cropping
Field peas produced (t),2001,15.0,21.0,Cropping
Field peas receipts ($),2001,6360.0,19.0,Cropping
Fodder ($),2001,2480.0,24.0,Cropping
Fuel oil and grease ($),2001,55750.0,6.0,Cropping
Grain legumes area sown (ha),2001,110.0,7.0,Cropping
Grain legumes produced (t),2001,101.0,10.0,Cropping
Grain legumes receipts ($),2001,48340.0,9.0,Cropping
Handling and marketing ($),2001,40320.0,12.0,Cropping
Hours worked on farm - total (hrsperwk),2001,111.0,5.0,Cropping
Hours worked on farm by owner manager (hrsperwk),2001,49.0,4.0,Cropping
Hours worked on farm by spouse (hrsperwk),2001,16.0,9.0,Cropping
Imputed labor cost ($),2001,82650.0,5.0,Cropping
Insurance ($),2001,13570.0,8.0,Cropping
Interest paid ($),2001,49730.0,11.0,Cropping
Lambs at 30 June (no.),2001,263.0,12.0,Cropping
Land rent ($),2001,5630.0,24.0,Cropping
Leasing charges ($),2001,12090.0,17.0,Cropping
Livestock materials ($),2001,4390.0,16.0,Cropping
Livestock transfers - inwards ($),2001,50.0,102.0,Cropping
Livestock transfers - outward ($),2001,290.0,74.0,Cropping
Lupins area sown (ha),2001,60.0,11.0,Cropping
Lupins produced (t),2001,47.0,17.0,Cropping
Lupins receipts ($),2001,15450.0,17.0,Cropping
Net capital additions ($),2001,85830.0,26.0,Cropping
Oats area sown (ha),2001,13.0,20.0,Cropping
Oats produced (t),2001,15.0,25.0,Cropping
Oats receipts ($),2001,2220.0,28.0,Cropping
Off farm contracts ($),2001,19590.0,38.0,Cropping
Off farm sharefarming ($),2001,28590.0,21.0,Cropping
Off-farm work for owner manager (hrsperwk),2001,4.0,40.0,Cropping
Off-farm work for spouse (hrsperwk),2001,6.0,18.0,Cropping
Oilseeds area sown (ha),2001,56.0,17.0,Cropping
Oilseeds produced (t),2001,62.0,21.0,Cropping
Oilseeds receipts ($),2001,38440.0,20.0,Cropping
Other administration expenses ($),2001,8550.0,7.0,Cropping
Other farm income ($),2001,30790.0,10.0,Cropping
Other livestock purchased ($),2001,350.0,42.0,Cropping
Other livestock receipts ($),2001,4870.0,47.0,Cropping
Other materials ($),2001,2940.0,11.0,Cropping
Other services ($),2001,13250.0,8.0,Cropping
Payments to sharefarmers ($),2001,21360.0,37.0,Cropping
Population,2001,15724.0,,Cropping
Produce purchased for resale ($),2001,0.0,,Cropping
Profit at full equity ($),2001,97190.0,25.0,Cropping
Profit at full equity including capital appreciation ($),2001,202950.0,16.0,Cropping
Rams at 30 June (no.),2001,12.0,15.0,Cropping
Rate of return ex. capital appreciation (%),2001,3.3,21.0,Cropping
Rate of return inc. capital appreciation (%),2001,6.9,12.0,Cropping
Repairs and maintenance ($),2001,52300.0,9.0,Cropping
Rice area sown (ha),2001,10.0,86.0,Cropping
Sample Contributing,2001,301.0,,Cropping
Seed ($),2001,10840.0,12.0,Cropping
Shearing crutching ($),2001,6400.0,10.0,Cropping
Sheep and lambs shorn (no.),2001,1011.0,8.0,Cropping
Sheep flock at 30 June (no.),2001,870.0,9.0,Cropping
Sheep purchased ($),2001,8250.0,13.0,Cropping
Sheep purchased (no.),2001,140.0,17.0,Cropping
Sheep receipts ($),2001,38530.0,10.0,Cropping
Sheep sold (no.),2001,515.0,9.0,Cropping
Shire and PPB rates ($),2001,10730.0,6.0,Cropping
Sorghum area sown (ha),2001,21.0,15.0,Cropping
Sorghum produced (t),2001,62.0,18.0,Cropping
Sorghum receipts ($),2001,16330.0,20.0,Cropping
Steers and other beef cattle at 30 June (no.),2001,11.0,38.0,Cropping
Stores and rations ($),2001,120.0,33.0,Cropping
Telephone ($),2001,3900.0,9.0,Cropping
Total area cropped (ha),2001,840.0,6.0,Cropping
Total area irrigated (ha),2001,38.0,40.0,Cropping
Total cash costs ($),2001,568550.0,10.0,Cropping
Total cash receipts ($),2001,770310.0,10.0,Cropping
Total closing capital ($),2001,2924870.0,7.0,Cropping
Total crop gross receipts ($),2001,571560.0,11.0,Cropping
Total family income ($),2001,124190.0,13.0,Cropping
Total freight ($),2001,28470.0,9.0,Cropping
Total labor used (weeks),2001,116.0,5.0,Cropping
Total non farm income ($),2001,39140.0,12.0,Cropping
Total off farm wages ($),2001,17700.0,23.0,Cropping
Total wool sold (kg),2001,5451.0,11.0,Cropping
Value of land and fixed improvements ($),2001,2385500.0,7.0,Cropping
Vet fees ($),2001,100.0,24.0,Cropping
Wages for hired labor ($),2001,17930.0,28.0,Cropping
Water charges ($),2001,6640.0,74.0,Cropping
Wethers at 30 June (no.),2001,71.0,17.0,Cropping
Wheat area sown (ha),2001,467.0,6.0,Cropping
Wheat produced (t),2001,833.0,9.0,Cropping
Wheat receipts ($),2001,288790.0,9.0,Cropping
Wheat sold (t),2001,792.0,9.0,Cropping
Wool cut per head (kg),2001,4.8,3.0,Cropping
Wool produced (kg),2001,4851.0,8.0,Cropping
Wool receipts ($),2001,35360.0,11.0,Cropping
AI stud fees and herd testing ($),2001,7710.0,7.0,Dairy
Accounting services ($),2001,3560.0,5.0,Dairy
